# created_utc: 2025-08-21T23:50:50.200542Z
# generator: nist_lines_parser_v1
# ion: D_I
# raw_lines: data/raw/lines/D_I_lines_raw.csv
# raw_lines_sha256: 2505104155d291a2a120edf2847bba1e84cb42a0e62bf7e2769283584a5c07d9
# tidy_levels: data/tidy/levels/D_I_levels.csv
# tidy_levels_sha256: 5444b4ad83cf3c127582fb1a6099136432691aeafffd8417ab7f2c5017ba7d89
# wavelength_medium: vacuum
# energy_tol_meV: 0.5
# parser_version: v1.0
line_id,wavelength_nm,wavelength_medium,frequency_THz,photon_energy_meV,photon_sigma_meV,upper_id,lower_id,match_method,residual_meV,E1_allowed,dJ,parity_change,Term_upper,Term_lower,J_upper,J_lower,Parity_upper,Parity_lower,Configuration_upper,Configuration_lower,lambda_photon_nm,upper_E_eV,lower_E_eV
26,93.04950682,vacuum,3221.859720115817,13324.541165526587,,,0,no_tiebreak|energy_only,,True,0.0,True,2P*,2S,1/2,1/2,odd,even,7p,1s,93.04950682,,0.0
27,93.75482211,vacuum,3197.621746306143,13224.300960225424,,,0,no_tiebreak|energy_only,,False,2.0,False,2D,2S,5/2,1/2,even,even,6d,1s,93.75482211,,0.0
28,93.75482617,vacuum,3197.6216078349325,13224.300387554513,,,0,no_tiebreak|energy_only,,True,1.0,True,2P*,2S,3/2,1/2,odd,even,6p,1s,93.75482617,,0.0
29,93.754821,vacuum,3197.6217841640373,13224.301116793094,,,0,no_tiebreak|energy_only,,,,,,2S,,1/2,,even,6,1s,93.754821,,0.0
30,93.75483693,vacuum,3197.621240852176,13224.298869835782,,,0,no_tiebreak|energy_only,,False,0.0,False,2S,2S,1/2,1/2,even,even,6s,1s,93.75483693,,0.0
31,93.75483809,vacuum,3197.621201288984,13224.298706215564,,,0,no_tiebreak|energy_only,,True,0.0,True,2P*,2S,1/2,1/2,odd,even,6p,1s,93.75483809,,0.0
32,94.94844906,vacuum,3157.423433115317,13058.054094928433,,,0,no_tiebreak|energy_only,,False,2.0,False,2D,2S,5/2,1/2,even,even,5d,1s,94.94844906,,0.0
33,94.94845628,vacuum,3157.423193020869,13058.05310197758,,,0,no_tiebreak|energy_only,,True,1.0,True,2P*,2S,3/2,1/2,odd,even,5p,1s,94.94845628,,0.0
34,94.94845,vacuum,3157.4234018564816,13058.053965652278,,,0,no_tiebreak|energy_only,,,,,,2S,,1/2,,even,5,1s,94.94845,,0.0
35,94.94847534,vacuum,3157.4225591983054,13058.05048069808,,,0,no_tiebreak|energy_only,,False,0.0,False,2S,2S,1/2,1/2,even,even,5s,1s,94.94847534,,0.0
36,94.94847741,vacuum,3157.422490362397,13058.050196015638,,,0,no_tiebreak|energy_only,,True,0.0,True,2P*,2S,1/2,1/2,odd,even,5p,1s,94.94847741,,0.0
37,97.227204652,vacuum,3083.421549277599,12752.006894497641,,14.0,0,energy_only|energy_only,5.569709173869342e-07,True,1.0,True,2P*,2S,3/2,1/2,odd,even,4p,1s,97.227204652,12.75200689394067,0.0
38,97.227199,vacuum,3083.4217285226946,12752.00763579579,,,0,no_tiebreak|energy_only,,,,,,2S,,1/2,,even,4,1s,97.227199,,0.0
39,97.2272436947,vacuum,3083.4203110947815,12752.00177378496,,12.0,0,energy_only|energy_only,5.652618710882962e-07,False,0.0,False,2S,2S,1/2,1/2,even,even,4s,1s,97.2272436947,12.752001773219698,0.0
40,97.227247907,vacuum,3083.4201775078327,12752.00122131373,,11.0,0,energy_only|energy_only,5.180263542570174e-07,True,0.0,True,2P*,2S,1/2,1/2,odd,even,4p,1s,97.227247907,12.752001220795705,0.0
41,102.544280991,vacuum,2923.54147011194,12090.796015858301,,9.0,0,energy_only|energy_only,5.635502020595595e-07,True,1.0,True,2P*,2S,3/2,1/2,odd,even,3p,1s,102.544280991,12.090796015294751,0.0
42,102.54429,vacuum,2923.5412132650195,12090.794953624789,,,0,no_tiebreak|energy_only,,,,,,2S,,1/2,,even,3,1s,102.54429,,0.0
43,102.544383955,vacuum,2923.538534607212,12090.783875586225,,6.0,0,energy_only|energy_only,5.762140062870458e-07,False,0.0,False,2S,2S,1/2,1/2,even,even,3s,1s,102.544383955,12.090783875010013,0.0
44,102.544395016,vacuum,2923.538219258336,12090.782571408066,,5.0,0,energy_only|energy_only,5.878373485757038e-07,True,0.0,True,2P*,2S,1/2,1/2,odd,even,3p,1s,102.544395016,12.09078257082023,0.0
45,121.533755495,vacuum,2466.7423200983344,10201.626527586775,,4.0,0,energy_only|energy_only,4.601843102136627e-07,True,1.0,True,2P*,2S,3/2,1/2,odd,even,2p,1s,121.533755495,10.20162652712659,0.0
46,121.53401,vacuum,2466.737154480462,10201.605164307808,,,0,no_tiebreak|energy_only,,,,,,2S,,1/2,,even,2,1s,121.53401,,0.0
