# created_utc: 2025-08-09T20:27:30.661197Z
# generator: nist_lines_parser_v1
# ion: Fe_II
# raw_lines: data/raw/lines/Fe_II_lines_raw.csv
# raw_lines_sha256: 6e0cd7aea59d4a63d3f5abc359820825a22673f38becb7b95ed0fa8cbcf4c3b9
# tidy_levels: data/tidy/levels/Fe_II_levels.csv
# tidy_levels_sha256: aa00d26045c0fbd3a6245fb9f2df6768f779485aa4c38622a55a94b76324419d
# wavelength_medium: vacuum
# energy_tol_meV: 0.5
# parser_version: v1.0
line_id,wavelength_nm,wavelength_medium,frequency_THz,photon_energy_meV,photon_sigma_meV,upper_id,lower_id,match_method,residual_meV,E1_allowed,dJ,parity_change,Term_upper,Term_lower,J_upper,J_lower,Parity_upper,Parity_lower,Configuration_upper,Configuration_lower,lambda_photon_nm,upper_E_eV,lower_E_eV
61,101.030352,vacuum,2967.350425543405,12271.975297631714,,662,12,energy_only|energy_only,3.87304989999393e-05,True,1.0,True,6P*,a 4D,3/2,1/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.030352,13.368836721824898,1.096861385462686
62,101.030787,vacuum,2967.337649265268,12271.922459190948,,645,10,energy_only|energy_only,2.6886194973485544e-05,True,0.0,True,4D*,a 4D,5/2,5/2,odd,even,3d5.(2D1).4s.4p.(3P*),3d6.(5D).4s,101.030787,13.312392295582304,1.0404698632775515
63,101.103748,vacuum,2965.1962853048735,12263.066489434566,,627,9,energy_only|energy_only,2.5249968530260958e-05,True,0.0,True,4D*,a 4D,7/2,7/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.103748,13.249400263822208,0.9863337996376103
64,101.12061,vacuum,2964.701834769391,12261.0216063277,,653,11,energy_only|energy_only,1.3527314877137542e-05,True,1.0,True,6F*,a 4D,5/2,3/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.12061,13.337262781876154,1.0762411890757673
65,101.122932,vacuum,2964.6337588391916,12260.740066902299,,660,12,energy_only|energy_only,5.4614896725979634e-05,True,1.0,True,4F*,a 4D,3/2,1/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.122932,13.357601397750088,1.096861385462686
66,101.168786,vacuum,2963.2900606319427,12255.182977633407,,651,11,energy_only|energy_only,4.8704070650273934e-05,True,1.0,True,6P*,a 4D,5/2,3/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.168786,13.331424118005103,1.0762411890757673
67,101.241134,vacuum,2961.1724617782334,12246.425292461035,,648,11,energy_only|energy_only,1.261431498278398e-05,True,1.0,True,4D*,a 4D,1/2,3/2,odd,even,3d5.(2D3).4s.4p.(3P*),3d6.(5D).4s,101.241134,13.322666494151118,1.0762411890757673
68,101.241418,vacuum,2961.164155168194,12246.390939082232,,638,10,energy_only|energy_only,4.7166999138426036e-05,True,1.0,True,4F*,a 4D,7/2,5/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.241418,13.286860849526784,1.0404698632775515
69,101.257268,vacuum,2960.7006382988725,12244.473987339228,,654,12,energy_only|energy_only,4.20232809119625e-05,True,1.0,True,6F*,a 4D,3/2,1/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.257268,13.341335414825197,1.096861385462686
70,101.26204,vacuum,2960.5611145104326,12243.896963314553,,619,9,energy_only|energy_only,5.59870240977034e-05,True,1.0,True,4F*,a 4D,9/2,7/2,odd,even,3d6.(5D).6p,3d6.(5D).4s,101.26204,13.230230818939189,0.9863337996376103
71,101.773667,vacuum,2945.678060317901,12182.345596872685,,880,16,energy_only|energy_only,2.4531569579266943e-05,True,1.0,True,4H*,a 2G,11/2,9/2,odd,even,3d6.(3G).5p,3d7,101.773667,14.146831615543375,1.9644860432022626
72,103.428964,vacuum,2898.5348630196086,11987.376998719981,,990,42,energy_only|energy_only,3.267450665589422e-07,True,1.0,True,2[6]*,b 2H,11/2,9/2,odd,even,3d6.(3H<6>).4f,3d6.(3H).4s,103.428964,15.254703702908628,3.267326704515393
73,104.093322,vacuum,2880.0354551082537,11910.869595025863,,522,9,energy_only|energy_only,4.0115990486810915e-05,True,0.0,True,2[3]*,a 4D,7/2,7/2,odd,even,3d6.(5D<0>).4f,3d6.(5D).4s,104.093322,12.897203434779463,0.9863337996376103
74,104.788338,vacuum,2860.933417991609,11831.869917194765,,476,9,energy_only|energy_only,3.7652627725037746e-05,True,0.0,True,2[3]*,a 4D,7/2,7/2,odd,even,3d6.(5D<3>).4f,3d6.(5D).4s,104.788338,12.818203679179746,0.9863337996376103
75,104.924572,vacuum,2857.218783794515,11816.507424543384,,497,10,energy_only|energy_only,3.0275557946879417e-05,True,0.0,True,2[3]*,a 4D,5/2,5/2,odd,even,3d6.(5D<2>).4f,3d6.(5D).4s,104.924572,12.856977257545378,1.0404698632775515
76,105.526176,vacuum,2840.9297992566317,11749.141597389416,,382,0,energy_only|energy_only,2.4145036150002852e-05,True,1.0,True,6P*,a 6D,7/2,9/2,odd,even,3d5.(4D).4s.4p.(3P*),3d6.(5D).4s,105.526176,11.749141621534452,0.0
77,105.66037,vacuum,2837.321675099188,11734.219594868322,,455,10,energy_only|energy_only,1.7141783246188425e-05,True,1.0,True,2[2]*,a 4D,3/2,5/2,odd,even,3d6.(5D<4>).4f,3d6.(5D).4s,105.66037,12.77468944100409,1.0404698632775515
78,105.881454,vacuum,2831.3972530071223,11709.718153804695,,463,11,energy_only|energy_only,1.3789791410090402e-05,True,1.0,True,2[1]*,a 4D,1/2,3/2,odd,even,3d6.(5D<4>).4f,3d6.(5D).4s,105.881454,12.785959356670254,1.0762411890757673
79,105.956413,vacuum,2829.3941773963224,11701.434098708467,,382,1,energy_only|energy_only,9.720595699036494e-06,True,0.0,True,6P*,a 6D,7/2,7/2,odd,even,3d5.(4D).4s.4p.(3P*),3d6.(5D).4s,105.956413,11.749141621534452,0.047707532546580486
80,106.044206,vacuum,2827.051748588697,11691.746591558589,,379,1,energy_only|energy_only,7.912702130852267e-06,True,1.0,True,6P*,a 6D,5/2,7/2,odd,even,3d5.(4D).4s.4p.(3P*),3d6.(5D).4s,106.044206,11.739454116192467,0.047707532546580486
81,106.059122,vacuum,2826.654156160184,11690.102281395813,,671,15,energy_only|energy_only,9.85945007414557e-07,True,1.0,True,6D*,a 4P,3/2,1/2,odd,even,3d5.(4F).4s.4p.(3P*),3d7,106.059122,13.414085250967771,1.7239829705579035
82,106.170598,vacuum,2823.686252572487,11677.828018403332,,455,12,energy_only|energy_only,3.7138072002562694e-05,True,1.0,True,2[2]*,a 4D,3/2,1/2,odd,even,3d6.(5D<4>).4f,3d6.(5D).4s,106.170598,12.77468944100409,1.096861385462686
