# created_utc: 2025-08-09T20:27:22.153019Z
# generator: nist_lines_parser_v1
# ion: Cu_I
# raw_lines: data/raw/lines/Cu_I_lines_raw.csv
# raw_lines_sha256: 4c7a2d952e6309573cb06548d82a32a15a00e9c0721fef4c370dcd6590bcc32d
# tidy_levels: data/tidy/levels/Cu_I_levels.csv
# tidy_levels_sha256: 7b6f206c2da9115978c18f90c7cad21d8a50792b813a159312bed9075b6eb3de
# wavelength_medium: vacuum
# energy_tol_meV: 0.5
# parser_version: v1.0
line_id,wavelength_nm,wavelength_medium,frequency_THz,photon_energy_meV,photon_sigma_meV,upper_id,lower_id,match_method,residual_meV,E1_allowed,dJ,parity_change,Term_upper,Term_lower,J_upper,J_lower,Parity_upper,Parity_lower,Configuration_upper,Configuration_lower,lambda_photon_nm,upper_E_eV,lower_E_eV
496,302.867,vacuum,989.8485407786255,4093.6846340309003,,240,17,energy_only|energy_only,0.0033115845872089267,True,1.0,True,2D,4D*,3/2,1/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),302.867,9.6625225260064,5.568834580390913
497,303.0475,vacuum,989.2589709533984,4091.2463691501725,,186,5,energy_only|energy_only,0.00032759882105892757,True,1.0,True,2G,4P*,7/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),303.0475,8.92894769901709,4.837701002268097
498,303.114,vacuum,989.0419380167199,4090.3487930449833,,196,6,energy_only|energy_only,0.00025810759098021663,True,0.0,True,4D,4P*,3/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),303.114,9.06385242561216,4.973503374459585
499,303.434,vacuum,987.9988992663973,4086.0351313795977,,239,18,energy_only|energy_only,0.0007303313409465773,True,0.0,True,4F,2F*,7/2,7/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),303.434,9.660768149599042,5.574733748550785
500,303.546,vacuum,987.6343552542284,4084.5274984847,,251,21,energy_only|energy_only,0.00446481494100226,True,1.0,True,4F,*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),303.546,9.809231788131136,5.724708754461377
501,303.698,vacuum,987.1400470203954,4082.4832038901704,,21,2,energy_only|energy_only,8.223668510254356e-05,True,0.0,True,*,2D,3/2,3/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,303.698,5.724708754461377,1.6422256328078912
502,304.0375,vacuum,986.0377683673888,4077.924545672941,,236,18,energy_only|energy_only,4.895796928394702e-05,True,1.0,True,4G,2F*,9/2,7/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),304.0375,9.652658343181697,5.574733748550785
503,304.132,vacuum,985.731386371707,4076.6574515507637,,250,21,energy_only|energy_only,0.0037440984538079647,True,1.0,True,4G,*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),304.132,9.801369950110594,5.724708754461377
504,304.2505,vacuum,985.3474620419687,4075.0696681025565,,209,11,energy_only|energy_only,0.000429560797783779,True,1.0,True,2D,4F*,5/2,3/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),304.2505,9.319920710093632,5.244851471551873
505,304.492,vacuum,984.5659590399747,4071.837631382883,,200,9,energy_only|energy_only,0.000660893410895369,True,0.0,True,4D,4F*,7/2,7/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),304.492,9.17421695981792,5.1023799893284485
506,304.594,vacuum,984.2362554745005,4070.474086997895,,249,21,energy_only|energy_only,0.0021825328058184823,True,0.0,True,4D,*,3/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),304.594,9.795180658926466,5.724708754461377
507,304.8692,vacuum,983.3478029266322,4066.7997424962473,,155,4,energy_only|energy_only,0.00012196482930448838,True,0.0,True,4D,2P*,3/2,3/2,even,odd,3d9.4s.(3D).5s,3d10.4p,304.8692,7.883491860794561,3.816691996333485
508,305.2787,vacuum,982.0287429158993,4061.3445486207747,,245,19,energy_only|energy_only,0.000360841894234909,True,1.0,True,2D,2P*,3/2,1/2,even,odd,3d9.4s.(1D).6s,3d9.(2D).4s.4p.(3P*),305.2787,9.742416703613378,5.681072515834497
509,305.342,vacuum,981.825159984542,4060.5025972681024,,202,10,energy_only|energy_only,0.000977645627244783,True,0.0,True,4D,4F*,5/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),305.342,9.213650134119042,5.153146559205313
510,305.427,vacuum,981.5519191165155,4059.3725638369788,,206,11,energy_only|energy_only,0.00027518734214027063,True,0.0,True,4D,4F*,3/2,3/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),305.427,9.304224310576194,5.244851471551873
511,305.8238,vacuum,980.2783759798942,4054.105612627391,,245,20,energy_only|energy_only,0.000377648897938343,True,0.0,True,2D,2P*,3/2,3/2,even,odd,3d9.4s.(1D).6s,3d9.(2D).4s.4p.(3P*),305.8238,9.742416703613378,5.6883107133370885
512,306.168,vacuum,979.1763280290559,4049.547908517666,,228,15,energy_only|energy_only,0.00042262543911419925,True,1.0,True,4D,4D*,7/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),306.168,9.555230320236994,5.505681989093889
513,306.43,vacuum,978.3391247593252,4046.085514000055,,20,2,energy_only|energy_only,0.0004334708578426216,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,306.43,5.6883107133370885,1.6422256328078912
514,306.6913,vacuum,977.5055829754543,4042.638262171234,,219,14,energy_only|energy_only,0.0004295950388950587,True,1.0,True,2D,2F*,3/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),306.6913,9.46400150721229,5.421362815446017
515,306.9792,vacuum,976.5888307742024,4038.8468797072796,,19,2,energy_only|energy_only,3.3193264243891463e-06,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,306.9792,5.681072515834497,1.6422256328078912
516,307.183,vacuum,975.9409146990556,4036.167314125576,,225,15,energy_only|energy_only,0.00312201016686231,True,1.0,True,2F,4D*,7/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),307.183,9.541852425229633,5.505681989093889
517,307.2846,vacuum,975.6182314375662,4034.832803384995,,223,15,energy_only|energy_only,0.00015674998803660856,True,0.0,True,2D,4D*,5/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),307.2846,9.540514635728897,5.505681989093889
518,307.4688,vacuum,975.0337530181926,4032.415594866982,,14,1,energy_only|energy_only,0.00039213237641888554,True,0.0,True,2F*,2D,5/2,5/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,307.4688,5.421362815446017,1.3889476127114113
519,308.336,vacuum,972.2914547766072,4021.0743606164597,,200,10,energy_only|energy_only,0.003960003851716465,True,1.0,True,4D,4F*,7/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),308.336,9.17421695981792,5.153146559205313
520,308.592,vacuum,971.4848667496241,4017.7385805692857,,223,16,energy_only|energy_only,0.004084158264959115,True,1.0,True,2D,4D*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),308.592,9.540514635728897,5.522771971001345
521,308.593,vacuum,971.4817186391136,4017.7255610303437,,249,22,energy_only|energy_only,0.003973616518578638,True,1.0,True,4D,2D*,3/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),308.593,9.795180658926466,5.777459071512641
522,308.594,vacuum,971.4785705490061,4017.712541575782,,245,21,energy_only|energy_only,0.004592423780650279,True,0.0,True,2D,*,3/2,3/2,even,odd,3d9.4s.(1D).6s,3d9.(2D).4s.4p.(3P*),308.594,9.742416703613378,5.724708754461377
523,308.739,vacuum,971.0223133455768,4015.8256133984914,,248,22,energy_only|energy_only,0.003975147748860763,True,1.0,True,4G,2D*,7/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),308.739,9.79328866005888,5.777459071512641
524,308.9022,vacuum,970.5093003546107,4013.703962144125,,199,8,energy_only|energy_only,0.0005372415380406892,True,1.0,True,4F,4P*,3/2,1/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),308.9022,9.090086242151617,5.076381742765952
525,309.4884,vacuum,968.6710648929006,4006.101631127489,,13,1,energy_only|energy_only,0.0004051806845382089,True,1.0,True,4D*,2D,7/2,5/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,309.4884,5.395049649019585,1.3889476127114113
526,310.0819,vacuum,966.8170183425733,3998.4339107024202,,177,5,energy_only|energy_only,0.0005450336843750847,True,1.0,True,4D,4P*,7/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),310.0819,8.836134367936832,4.837701002268097
527,310.7822,vacuum,964.6384445441213,3989.42405342081,,243,21,energy_only|energy_only,0.0006194498032527918,True,1.0,True,2D,*,5/2,3/2,even,odd,3d9.4s.(1D).6s,3d9.(2D).4s.4p.(3P*),310.7822,9.714132188432384,5.724708754461377
528,310.9344,vacuum,964.166261436496,3987.4712609960075,,196,8,energy_only|energy_only,0.0005781498002761509,True,1.0,True,4D,4P*,3/2,1/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),310.9344,9.06385242561216,5.076381742765952
529,310.9502,vacuum,964.1172702252644,3987.268649626329,,176,5,energy_only|energy_only,6.1023513353575254e-05,True,0.0,True,4P,4P*,5/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),310.9502,8.824969590870912,4.837701002268097
530,311.4379,vacuum,962.6074989588614,3981.024737371517,,174,5,energy_only|energy_only,6.9998764047340956e-06,True,1.0,True,2F,4P*,7/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),311.4379,8.81872574663949,4.837701002268097
531,311.7255,vacuum,961.719390938502,3977.351817721158,,173,5,energy_only|energy_only,0.0005146936264281976,True,0.0,True,2D,4P*,5/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),311.7255,8.815053334682881,4.837701002268097
532,311.9265,vacuum,961.0996757248904,3974.788881531505,,217,13,energy_only|energy_only,0.000542339633739175,True,0.0,True,2F,4D*,7/2,7/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),311.9265,9.369837988211456,5.395049649019585
533,312.1344,vacuum,960.4595264091365,3972.1414366857252,,192,6,energy_only|energy_only,0.0001601296921762696,True,1.0,True,2P,4P*,1/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),312.1344,8.945644651015618,4.973503374459585
534,312.2835,vacuum,960.0009542611122,3970.244934666855,,216,13,energy_only|energy_only,0.0006163463444863737,True,1.0,True,2F,4D*,5/2,7/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),312.2835,9.365293967340097,5.395049649019585
535,312.397,vacuum,959.6521669542282,3968.8024662690004,,202,11,energy_only|energy_only,0.003803701830747741,True,1.0,True,4D,4F*,5/2,3/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),312.397,9.213650134119042,5.244851471551873
536,312.5296,vacuum,959.2450059130399,3967.1185835038887,,225,18,energy_only|energy_only,9.317495778304874e-05,True,0.0,True,2F,2F*,7/2,7/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),312.5296,9.541852425229633,5.574733748550785
537,312.701,vacuum,958.7192173993686,3964.9440969329703,,170,5,energy_only|energy_only,0.00010309405979569419,True,1.0,True,4S,4P*,3/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),312.701,8.802644996107007,4.837701002268097
538,312.96,vacuum,957.925798824131,3961.662781361954,,188,6,energy_only|energy_only,0.0005905872931180056,True,1.0,True,4D,4P*,5/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),312.96,8.935166746408832,4.973503374459585
539,313.2243,vacuum,957.1174969502684,3958.3199134136044,,219,15,energy_only|energy_only,0.0003952952033614565,True,1.0,True,2D,4D*,3/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),313.2243,9.46400150721229,5.505681989093889
540,313.596,vacuum,955.9830418755341,3953.628184208462,,244,22,energy_only|energy_only,0.0027078414841525955,True,0.0,True,4D,2D*,5/2,5/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),313.596,9.731084547879618,5.777459071512641
541,313.861,vacuum,955.1758835917811,3950.290045768786,,220,18,energy_only|energy_only,0.0027353451982889965,True,1.0,True,2G,2F*,9/2,7/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),313.861,9.52502652966477,5.574733748550785
542,314.005,vacuum,954.7378481234375,3948.4784766326547,,217,14,energy_only|energy_only,0.0033038672154361848,True,1.0,True,2F,2F*,7/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),314.005,9.369837988211456,5.421362815446017
543,314.1228,vacuum,954.3798094248491,3946.9977475529854,,166,5,energy_only|energy_only,0.0004664324733312242,True,1.0,True,2P,4P*,3/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),314.1228,8.78469828338861,4.837701002268097
544,314.3342,vacuum,953.7379578804979,3944.343262855384,,183,6,energy_only|energy_only,0.00048342261698053335,True,0.0,True,4P,4P*,3/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),314.3342,8.917846153892352,4.973503374459585
545,314.367,vacuum,953.6384480559346,3943.931723288503,,216,14,energy_only|energy_only,0.0005713944242415891,True,0.0,True,2F,2F*,5/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),314.367,9.365293967340097,5.421362815446017
546,314.7732,vacuum,952.4078225211041,3938.842265018232,,181,6,energy_only|energy_only,0.0005753735117650649,True,1.0,True,4P,4P*,1/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),314.7732,8.912346214851329,4.973503374459585
547,314.9253,vacuum,951.9478365186919,3936.9399157674434,,199,10,energy_only|energy_only,0.0002328211403437308,True,1.0,True,4F,4F*,3/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),314.9253,9.090086242151617,5.153146559205313
548,314.9466,vacuum,951.8834557985386,3936.6736585028607,,243,22,energy_only|energy_only,0.0005415831174104824,True,0.0,True,2D,2D*,5/2,5/2,even,odd,3d9.4s.(1D).6s,3d9.(2D).4s.4p.(3P*),314.9466,9.714132188432384,5.777459071512641
549,315.0427,vacuum,951.5930951582118,3935.4728233824703,,198,10,energy_only|energy_only,0.00012649676182263647,True,0.0,True,4F,4F*,5/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),315.0427,9.088619509084545,5.153146559205313
550,315.2542,vacuum,950.9546835537798,3932.83256513327,,215,14,energy_only|energy_only,0.00047867995817796327,True,0.0,True,2D,2F*,5/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),315.2542,9.354194901899328,5.421362815446017
551,315.3188,vacuum,950.7598595453236,3932.0268377750926,,214,14,energy_only|energy_only,0.0005912306019126845,True,1.0,True,2D,2F*,3/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),315.3188,9.353390244451711,5.421362815446017
552,315.7539,vacuum,949.4497391797853,3926.608615301464,,17,2,energy_only|energy_only,0.00033228155780307134,True,1.0,True,4D*,2D,1/2,3/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,315.7539,5.568834580390913,1.6422256328078912
553,315.8937,vacuum,949.0295564615565,3924.8708792072675,,209,13,energy_only|energy_only,0.0001818667792576889,True,1.0,True,2D,4D*,5/2,7/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),315.8937,9.319920710093632,5.395049649019585
554,316.0972,vacuum,948.4185813730713,3922.344089270759,,197,10,energy_only|energy_only,0.0001738398987072287,True,0.0,True,4G,4F*,5/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),316.0972,9.07549082231597,5.153146559205313
555,317.0596,vacuum,945.5397597171005,3910.438239545615,,195,10,energy_only|energy_only,0.0001790073124539049,True,1.0,True,4G,4F*,7/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),317.0596,9.063584619743617,5.153146559205313
556,317.2563,vacuum,944.9535218055559,3908.0137543526694,,218,16,energy_only|energy_only,0.00041510691517032683,True,1.0,True,4D,4D*,1/2,3/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),317.2563,9.43078614046093,5.522771971001345
557,317.661,vacuum,943.7496513578941,3903.0349462321055,,210,14,energy_only|energy_only,0.004941548201259138,True,1.0,True,2G,2F*,7/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),317.661,9.32439282012992,5.421362815446017
558,318.0258,vacuum,942.6670980782062,3898.5578656041016,,209,14,energy_only|energy_only,2.9043513222859474e-05,True,0.0,True,2D,2F*,5/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),318.0258,9.319920710093632,5.421362815446017
559,319.311,vacuum,938.8729420533588,3882.866497098556,,206,14,energy_only|energy_only,0.005001968379019672,True,1.0,True,4D,2F*,3/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),319.311,9.304224310576194,5.421362815446017
560,319.5019,vacuum,938.311972479663,3880.5465133541834,,16,2,energy_only|energy_only,0.00017516072966827778,True,0.0,True,4D*,2D,3/2,3/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,319.5019,5.522771971001345,1.6422256328078912
561,320.9152,vacuum,934.179677372714,3863.4567139700357,,15,2,energy_only|energy_only,0.00035768403813563054,True,1.0,True,4D*,2D,5/2,3/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,320.9152,5.505681989093889,1.6422256328078912
562,321.0403,vacuum,933.8156549193357,3861.95123806898,,218,17,energy_only|energy_only,0.0003220010366931092,True,0.0,True,4D,4D*,1/2,1/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),321.0403,9.43078614046093,5.568834580390913
563,321.2349,vacuum,933.2499613211393,3859.6117173290854,,216,15,energy_only|energy_only,0.00026091712152265245,True,0.0,True,2F,4D*,5/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),321.2349,9.365293967340097,5.505681989093889
564,321.8587,vacuum,931.4412131783295,3852.1313360646673,,185,7,energy_only|energy_only,0.0005643499139296182,True,0.0,True,4G,4F*,9/2,9/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),321.8587,8.924220181532098,5.072089409817345
565,321.9143,vacuum,931.2803376550838,3851.466008360103,,176,6,energy_only|energy_only,0.0002080512244901911,True,1.0,True,4P,4P*,5/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),321.9143,8.824969590870912,4.973503374459585
566,322.161,vacuum,930.5671946635377,3848.516685927337,,215,15,energy_only|energy_only,0.0037731218976659875,True,0.0,True,2D,4D*,5/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),322.161,9.354194901899328,5.505681989093889
567,322.2287,vacuum,930.3716832175409,3847.7081155559295,,214,15,energy_only|energy_only,0.0001398018935105938,True,1.0,True,2D,4D*,3/2,5/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),322.2287,9.353390244451711,5.505681989093889
568,322.436,vacuum,929.7735302509647,3845.2343536547933,,199,11,energy_only|energy_only,0.0004169449493929278,True,0.0,True,4F,4F*,3/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),322.436,9.090086242151617,5.244851471551873
569,322.559,vacuum,929.4189838138138,3843.7680674079375,,198,11,energy_only|energy_only,2.9875265681766905e-05,True,1.0,True,4F,4F*,5/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),322.559,9.088619509084545,5.244851471551873
570,322.604,vacuum,929.2893392518382,3843.2319005810127,,191,9,energy_only|energy_only,0.004434153364400117,True,1.0,True,2F,4F*,5/2,7/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),322.604,8.945607455756097,5.1023799893284485
571,322.6636,vacuum,929.1176878953809,3842.5220076111373,,216,16,energy_only|energy_only,1.1272386473137885e-05,True,1.0,True,2F,4D*,5/2,3/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),322.6636,9.365293967340097,5.522771971001345
572,322.7452,vacuum,928.8827781172267,3841.550498830151,,173,6,energy_only|energy_only,0.0005386068546613387,True,1.0,True,2D,4P*,5/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),322.7452,8.815053334682881,4.973503374459585
573,322.7524,vacuum,928.8620564866442,3841.464801051942,,183,8,energy_only|energy_only,0.00038992554209471564,True,1.0,True,4P,4P*,3/2,1/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),322.7524,8.917846153892352,5.076381742765952
574,323.2102,vacuum,927.5464016915308,3836.023690016704,,189,9,energy_only|energy_only,0.0002944839029623836,True,0.0,True,4F,4F*,7/2,7/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),323.2102,8.938403973829056,5.1023799893284485
575,323.4832,vacuum,926.7636093620936,3832.7863210671744,,188,9,energy_only|energy_only,0.00043601320930974907,True,1.0,True,4D,4F*,5/2,7/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),323.4832,8.935166746408832,5.1023799893284485
576,323.6645,vacuum,926.2444846438211,3830.639393739619,,197,11,energy_only|energy_only,4.297552186471876e-05,True,1.0,True,4G,4F*,5/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),323.6645,9.07549082231597,5.244851471551873
577,324.0089,vacuum,925.2599481063637,3826.5676777861254,,186,9,energy_only|energy_only,3.190251663909294e-05,True,0.0,True,2G,4F*,7/2,7/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),324.0089,8.92894769901709,5.1023799893284485
578,324.4097,vacuum,924.1168127833416,3821.840049958546,,185,9,energy_only|energy_only,0.00014224510323401773,True,1.0,True,4G,4F*,9/2,7/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),324.4097,8.924220181532098,5.1023799893284485
579,324.8473,vacuum,922.8719401392592,3816.6916703787806,,4,0,energy_only|energy_only,0.00032595470429441775,True,1.0,True,2P*,2S,3/2,1/2,odd,even,3d10.4p,3d10.4s,324.8473,3.816691996333485,0.0
580,325.3158,vacuum,921.5428761836959,3811.195103511839,,166,6,energy_only|energy_only,0.00019458281485640327,True,0.0,True,2P,4P*,3/2,3/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),325.3158,8.78469828338861,4.973503374459585
581,326.6951,vacuum,917.6521410942496,3795.1043160887225,,217,18,energy_only|energy_only,7.642805121577112e-05,True,0.0,True,2F,2F*,7/2,7/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),326.6951,9.369837988211456,5.574733748550785
582,326.9228,vacuum,917.0130012345422,3792.4610460177046,,191,10,energy_only|energy_only,0.00014946692044759402,True,0.0,True,2F,4F*,5/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),326.9228,8.945607455756097,5.153146559205313
583,327.4896,vacuum,915.4258883335533,3785.8972744631797,,3,0,energy_only|energy_only,0.00039456110243918374,True,0.0,True,2P*,2S,1/2,1/2,odd,even,3d10.4p,3d10.4s,327.4896,3.785897669024282,0.0
584,327.8253,vacuum,914.4884729763078,3782.0204360524854,,188,10,energy_only|energy_only,0.0002488489658389881,True,0.0,True,4D,4F*,5/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),327.8253,8.935166746408832,5.153146559205313
585,328.0754,vacuum,913.7913357722036,3779.1373082377922,,14,2,energy_only|energy_only,0.00012559966671688017,True,1.0,True,2F*,2D,5/2,3/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,328.0754,5.421362815446017,1.6422256328078912
586,328.3653,vacuum,912.9845875919289,3775.800865849823,,186,10,energy_only|energy_only,0.00027396195491746766,True,1.0,True,2G,4F*,7/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),328.3653,8.92894769901709,5.153146559205313
587,328.596,vacuum,912.3436012611231,3773.149959387932,,79,4,energy_only|energy_only,0.00046962733676991775,True,1.0,True,2D,2P*,5/2,3/2,even,odd,3d10.11d,3d10.4p,328.596,7.58984148609408,3.816691996333485
588,328.602,vacuum,912.3269426235995,3773.081064798866,,227,22,energy_only|energy_only,0.0013781419711449416,True,0.0,True,4P,2D*,5/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),328.602,9.550538758169536,5.777459071512641
589,328.714,vacuum,912.01609301703,3771.795494122662,,75,3,energy_only|energy_only,0.0004601440014084801,True,1.0,True,2D,2P*,3/2,1/2,even,odd,3d10.10d,3d10.4p,328.714,7.5576936232909455,3.785897669024282
590,329.1486,vacuum,910.811888612013,3766.8153048654526,,178,7,energy_only|energy_only,0.0005397537079261383,True,0.0,True,4F,4F*,9/2,9/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),329.1486,8.83890417492909,5.072089409817345
591,329.3336,vacuum,910.3002487447379,3764.699332394377,,183,10,energy_only|energy_only,0.00026229266222799197,True,1.0,True,4P,4F*,3/2,5/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),329.3336,8.917846153892352,5.153146559205313
592,329.3774,vacuum,910.1791986942637,3764.198709611032,,10,1,energy_only|energy_only,0.0002368828695580305,True,0.0,True,4F*,2D,5/2,5/2,odd,even,3d9.(2D).4s.4p.(3P*),3d9.4s2,329.3774,5.153146559205313,1.3889476127114113
593,329.3909,vacuum,910.141895237543,3764.044434910123,,177,7,energy_only|energy_only,0.0005232093649283343,True,1.0,True,4D,4F*,7/2,9/2,even,odd,3d9.4s.(3D).4d,3d9.(2D).4s.4p.(3P*),329.3909,8.836134367936832,5.072089409817345
594,329.4775,vacuum,909.9026731719161,3763.05509194114,,223,22,energy_only|energy_only,0.00047227511458913796,True,0.0,True,2D,2D*,5/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),329.4775,9.540514635728897,5.777459071512641
595,329.513,vacuum,909.8046450367665,3762.649680149302,,211,17,energy_only|energy_only,0.0004557381862468901,True,1.0,True,2P,4D*,3/2,1/2,even,odd,3d9.4s.(1D).4d,3d9.(2D).4s.4p.(3P*),329.513,9.331484716278402,5.568834580390913
596,330.3731,vacuum,907.4360412515425,3752.853921990128,,200,14,energy_only|energy_only,0.00022238177598410402,True,1.0,True,4D,2F*,7/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),330.3731,9.17421695981792,5.421362815446017
