# created_utc: 2025-08-09T20:27:22.153019Z
# generator: nist_lines_parser_v1
# ion: Cu_I
# raw_lines: data/raw/lines/Cu_I_lines_raw.csv
# raw_lines_sha256: 4c7a2d952e6309573cb06548d82a32a15a00e9c0721fef4c370dcd6590bcc32d
# tidy_levels: data/tidy/levels/Cu_I_levels.csv
# tidy_levels_sha256: 7b6f206c2da9115978c18f90c7cad21d8a50792b813a159312bed9075b6eb3de
# wavelength_medium: vacuum
# energy_tol_meV: 0.5
# parser_version: v1.0
line_id,wavelength_nm,wavelength_medium,frequency_THz,photon_energy_meV,photon_sigma_meV,upper_id,lower_id,match_method,residual_meV,E1_allowed,dJ,parity_change,Term_upper,Term_lower,J_upper,J_lower,Parity_upper,Parity_lower,Configuration_upper,Configuration_lower,lambda_photon_nm,upper_E_eV,lower_E_eV
233,204.63476,vacuum,1465.0123859700082,6058.804398896047,,62,1,energy_only|energy_only,0.00013640572979056742,True,1.0,True,2P*,2D,3/2,5/2,odd,even,3d10.9p,3d9.4s2,204.63476,7.447751875201728,1.3889476127114113
234,205.8342,vacuum,1456.4754447997466,6023.4984470755435,,89,2,energy_only|energy_only,0.0006949993821763201,True,0.0,True,2P*,2D,"1/2,3/2",3/2,odd,even,3d10.17p,3d9.4s2,205.8342,7.665724774882817,1.6422256328078912
235,206.1417,vacuum,1454.3028314989158,6014.513240431397,,88,2,energy_only|energy_only,0.00047305650332418736,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.16p,3d9.4s2,206.1417,7.656738400182785,1.6422256328078912
236,206.1419,vacuum,1454.3014205263462,6014.507405117722,,87,2,energy_only|energy_only,0.0008369527477043448,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.16p,3d9.4s2,206.1419,7.656732200972865,1.6422256328078912
237,206.5243,vacuum,1451.608638789721,6003.370954677182,,86,2,energy_only|energy_only,0.0005926294870732818,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.15p,3d9.4s2,206.5243,7.645597180114561,1.6422256328078912
238,206.5245,vacuum,1451.6072330401478,6003.365140964083,,85,2,energy_only|energy_only,0.0014469746502072667,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.15p,3d9.4s2,206.5245,7.645592220746625,1.6422256328078912
239,206.8976,vacuum,1448.9895387863367,5992.539227400593,,251,4,energy_only|energy_only,0.000564397058042232,True,1.0,True,4F,2P*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d10.4p,206.8976,9.809231788131136,3.816691996333485
240,207.0082,vacuum,1448.2153750431144,5989.337543416333,,84,2,energy_only|energy_only,0.001007368543469056,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.14p,3d9.4s2,207.0082,7.63156216885568,1.6422256328078912
241,207.0093,vacuum,1448.207679558358,5989.305717448621,,83,2,energy_only|energy_only,0.001417292415681004,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.14p,3d9.4s2,207.0093,7.631529932964097,1.6422256328078912
242,207.6324,vacuum,1443.8616420173346,5971.331950384607,,82,2,energy_only|energy_only,0.0008402135181313497,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.13p,3d9.4s2,207.6324,7.613558423406016,1.6422256328078912
243,208.01969,vacuum,1441.1734677616334,5960.2145549540855,,57,1,energy_only|energy_only,4.734748017654056e-05,True,1.0,True,2P*,2D,3/2,5/2,odd,even,3d10.8p,3d9.4s2,208.01969,7.349162120318017,1.3889476127114113
244,208.4575,vacuum,1438.1466629888585,5947.696696233222,,80,2,energy_only|energy_only,0.0009866239106486319,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.12p,3d9.4s2,208.4575,7.5899233156650245,1.6422256328078912
245,209.5824,vacuum,1430.4276408706075,5915.773385814061,,77,2,energy_only|energy_only,0.00039420294251613086,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.11p,3d9.4s2,209.5824,7.557998624419009,1.6422256328078912
246,209.59581,vacuum,1430.3361217001427,5915.394892937205,,74,2,energy_only|energy_only,5.3131208915147e-05,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.11p,3d9.4s2,209.59581,7.5576204726138885,1.6422256328078912
247,210.5782,vacuum,1423.6633136763444,5887.798376351573,,49,1,energy_only|energy_only,0.0005593464393314207,True,1.0,True,2D*,2D,3/2,5/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,210.5782,7.276745429716545,1.3889476127114113
248,211.1676,vacuum,1419.6896588302372,5871.364660369473,,73,2,energy_only|energy_only,0.0003289412679805537,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.10p,3d9.4s2,211.1676,7.513589964236097,1.6422256328078912
249,211.19477,vacuum,1419.5070171481993,5870.609315065126,,72,2,energy_only|energy_only,4.740517761092633e-05,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.10p,3d9.4s2,211.19477,7.5128349004678405,1.6422256328078912
250,211.3907,vacuum,1418.1913300821652,5865.168070568085,,235,3,energy_only|energy_only,0.0006464818734457367,True,1.0,True,4P,2P*,3/2,1/2,even,odd,3d9.4s.(3D).5d,3d10.4p,211.3907,9.651066386074241,3.785897669024282
251,212.506,vacuum,1410.7482047565716,5834.385777601747,,235,4,energy_only|energy_only,0.011387860992726928,True,0.0,True,4P,2P*,3/2,3/2,even,odd,3d9.4s.(3D).5d,3d10.4p,212.506,9.651066386074241,3.816691996333485
252,213.1435,vacuum,1406.5287376814213,5816.935463924712,,46,1,energy_only|energy_only,0.0004243268849677406,True,0.0,True,2F*,2D,5/2,5/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,213.1435,7.205883500963009,1.3889476127114113
253,213.4955,vacuum,1404.209728073894,5807.3448108041475,,68,2,energy_only|energy_only,0.0009600617659089039,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.9p,3d9.4s2,213.4955,7.449569483550273,1.6422256328078912
254,213.5624,vacuum,1403.7698489996367,5805.525617126596,,62,2,energy_only|energy_only,0.0006252672401387827,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.9p,3d9.4s2,213.5624,7.447751875201728,1.6422256328078912
255,213.9223,vacuum,1401.4081654881236,5795.758478919855,,45,1,energy_only|energy_only,0.0006602766252399306,True,1.0,True,2P*,2D,3/2,5/2,odd,even,3d10.7p,3d9.4s2,213.9223,7.184706751907892,1.3889476127114113
256,214.088,vacuum,1400.3235024849596,5791.272673176623,,42,1,energy_only|energy_only,0.0036217251981724985,True,1.0,True,2F*,2D,7/2,5/2,odd,even,3d10.5f,3d9.4s2,214.088,7.180216664162836,1.3889476127114113
257,214.1213,vacuum,1400.10572511936,5790.372018360794,,41,1,energy_only|energy_only,0.00011656899187073577,True,0.0,True,2F*,2D,5/2,5/2,odd,even,3d10.5f,3d9.4s2,214.1213,7.179319514503213,1.3889476127114113
258,216.5773,vacuum,1384.2284394532576,5724.708840931329,,21,0,energy_only|energy_only,8.646995229355525e-05,True,1.0,True,*,2S,3/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,216.5773,5.724708754461377,0.0
259,217.0267,vacuum,1381.362099686352,5712.854612151578,,58,2,energy_only|energy_only,0.00035885182205674937,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.8p,3d9.4s2,217.0267,7.3550798861076485,1.6422256328078912
260,217.2518,vacuum,1379.9308360160883,5706.935381226011,,57,2,energy_only|energy_only,0.0011062841149396263,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.8p,3d9.4s2,217.2518,7.349162120318017,1.6422256328078912
261,217.9631,vacuum,1375.4275746674552,5688.311388739823,,20,0,energy_only|energy_only,0.0006754027344868518,True,1.0,True,2P*,2S,3/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,217.9631,5.6883107133370885,0.0
262,218.2408,vacuum,1373.6774150388012,5681.073310100755,,19,0,energy_only|energy_only,0.0007942662577988813,True,0.0,True,2P*,2S,1/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,218.2408,5.681072515834497,0.0
263,220.0279,vacuum,1362.5201985748172,5634.930770393377,,36,1,energy_only|energy_only,0.0012739749563479563,True,0.0,True,2D*,2D,5/2,5/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,220.0279,7.023879657079745,1.3889476127114113
264,220.0439,vacuum,1362.4211259662275,5634.521039006474,,49,2,energy_only|energy_only,0.001242097820068011,True,0.0,True,2D*,2D,3/2,3/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,220.0439,7.276745429716545,1.6422256328078912
265,221.5281,vacuum,1353.293139786781,5596.770721434603,,35,1,energy_only|energy_only,0.00022650819482805673,True,1.0,True,2P*,2D,3/2,5/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,221.5281,6.985718560654209,1.3889476127114113
266,221.6351,vacuum,1352.6398029914938,5594.068737555725,,47,2,energy_only|energy_only,0.0012146249282523058,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,221.6351,7.236295584988545,1.6422256328078912
267,222.6394,vacuum,1346.5382048280762,5568.834555137307,,17,0,energy_only|energy_only,2.525360650906805e-05,True,0.0,True,4D*,2S,1/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,222.6394,5.568834580390913,0.0
268,222.8466,vacuum,1345.2862103348223,5563.6567219559865,,46,2,energy_only|energy_only,0.0011461991307442077,True,1.0,True,2F*,2D,5/2,3/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,222.8466,7.205883500963009,1.6422256328078912
269,223.0785,vacuum,1343.88772562125,5557.873053902716,,34,1,energy_only|energy_only,0.00033147604972327827,True,1.0,True,2F*,2D,7/2,5/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,223.0785,6.9468209980901765,1.3889476127114113
270,223.698,vacuum,1340.1660184713317,5542.481309868826,,45,2,energy_only|energy_only,0.0001907688256324036,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.7p,3d9.4s2,223.698,7.184706751907892,1.6422256328078912
271,223.9157,vacuum,1338.8630542655114,5537.092682893771,,41,2,energy_only|energy_only,0.0011988015512542916,True,1.0,True,2F*,2D,5/2,3/2,odd,even,3d10.5f,3d9.4s2,223.9157,7.179319514503213,1.6422256328078912
272,224.4963,vacuum,1335.400440898135,5522.772464646574,,16,0,energy_only|energy_only,0.0004936452296533389,True,1.0,True,4D*,2S,3/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,224.4963,5.522771971001345,0.0
273,224.8211,vacuum,1333.4711821977562,5514.793691762192,,211,4,energy_only|energy_only,0.0009718172759676236,True,0.0,True,2P,2P*,3/2,3/2,even,odd,3d9.4s.(1D).4d,3d10.4p,224.8211,9.331484716278402,3.816691996333485
274,225.602,vacuum,1328.8554977349493,5495.704754634431,,208,4,energy_only|energy_only,0.009320769067926449,True,1.0,True,2P,2P*,1/2,3/2,even,odd,3d9.4s.(1D).4d,3d10.4p,225.602,9.312387430198848,3.816691996333485
275,226.1229,vacuum,1325.794326890377,5483.044769260597,,32,1,energy_only|energy_only,0.00027385211433283985,True,1.0,True,2F*,2D,7/2,5/2,odd,even,3d10.4f,3d9.4s2,226.1229,6.871992108119894,1.3889476127114113
276,226.3785,vacuum,1324.297395733252,5476.8539594309395,,38,2,energy_only|energy_only,0.0011481016135803657,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.7p,3d9.4s2,226.3785,7.119078444137217,1.6422256328078912
277,229.4554,vacuum,1306.5391269937425,5403.411661068063,,28,1,energy_only|energy_only,0.0008896609770090436,True,1.0,True,2P*,2D,3/2,5/2,odd,even,3d10.6p,3d9.4s2,229.4554,6.792358384118497,1.3889476127114113
278,230.3831,vacuum,1301.277993047233,5381.653359361154,,36,2,energy_only|energy_only,0.0006649106999248033,True,1.0,True,2D*,2D,5/2,3/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,230.3831,7.023879657079745,1.6422256328078912
279,232.0284,vacuum,1292.0507058618684,5343.492365826928,,35,2,energy_only|energy_only,0.0005620193896902492,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d9.(2D).4s.4p.(1P*),3d9.4s2,232.0284,6.985718560654209,1.6422256328078912
280,234.9096,vacuum,1276.2035182895888,5277.9536641117975,,196,3,energy_only|energy_only,0.0010924760808848077,True,1.0,True,4D,2P*,3/2,1/2,even,odd,3d9.4s.(3D).4d,3d10.4p,234.9096,9.06385242561216,3.785897669024282
281,236.3922,vacuum,1268.199449897247,5244.851497025015,,11,0,energy_only|energy_only,2.5473142159171402e-05,True,1.0,True,4F*,2S,3/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,236.3922,5.244851471551873,0.0
282,239.33569,vacuum,1252.6023928984432,5180.347252242392,,29,2,energy_only|energy_only,7.626569822605234e-05,True,1.0,True,2P*,2D,1/2,3/2,odd,even,3d10.6p,3d9.4s2,239.33569,6.822572961315982,1.6422256328078912
283,240.56,vacuum,1246.227377785168,5153.982308176908,,190,3,energy_only|energy_only,0.0005914111716265325,True,1.0,True,2D,2P*,3/2,1/2,even,odd,3d9.4s.(3D).4d,3d10.4p,240.56,8.939879385790018,3.785897669024282
284,240.73981,vacuum,1245.2965631234817,5150.132768049609,,28,2,energy_only|energy_only,1.6739002603571862e-05,True,0.0,True,2P*,2D,3/2,3/2,odd,even,3d10.6p,3d9.4s2,240.73981,6.792358384118497,1.6422256328078912
285,241.5928,vacuum,1240.8998033053965,5131.949230502883,,183,3,energy_only|energy_only,0.000745634813029028,True,1.0,True,4P,2P*,3/2,1/2,even,odd,3d9.4s.(3D).4d,3d10.4p,241.5928,8.917846153892352,3.785897669024282
286,241.7339,vacuum,1240.1754904876807,5128.953713380857,,192,4,energy_only|energy_only,0.0010586987245915225,True,1.0,True,2P,2P*,1/2,3/2,even,odd,3d9.4s.(3D).4d,3d10.4p,241.7339,8.945644651015618,3.816691996333485
287,242.1336,vacuum,1238.1282812463862,5120.487136254683,,263,5,energy_only|energy_only,0.0004945918990415521,True,1.0,True,4D,4P*,7/2,5/2,even,odd,3d9.4s.(3D).8s,3d9.(2D).4s.4p.(3P*),242.1336,9.95818764393088,4.837701002268097
288,244.2373,vacuum,1227.46385584839,5076.382616639788,,8,0,energy_only|energy_only,0.0008738738351894426,True,0.0,True,4P*,2S,1/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,244.2373,5.076381742765952,0.0
289,245.847,vacuum,1219.42695253552,5043.144655232876,,260,5,energy_only|energy_only,0.0006434679871745175,True,1.0,True,4D,4P*,7/2,5/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),245.847,9.88084630096896,4.837701002268097
290,245.962,vacuum,1218.8568071490718,5040.786723376118,,259,5,energy_only|energy_only,0.002875555144782993,True,0.0,True,4P,4P*,5/2,5/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),245.962,9.87849060119936,4.837701002268097
291,246.171,vacuum,1217.8219936548173,5036.507078636545,,256,5,energy_only|energy_only,0.005065449918220111,True,1.0,True,4S,4P*,3/2,5/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),246.171,9.87421314635456,4.837701002268097
292,247.157,vacuum,1212.9636546810327,5016.414603086447,,272,6,energy_only|energy_only,0.0027772445928349043,True,1.0,True,2F,4P*,5/2,3/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),247.157,9.989915200301441,4.973503374459585
293,247.5586,vacuum,1210.9959338920157,5008.276763784561,,176,4,energy_only|energy_only,0.0008307528660225216,True,1.0,True,4P,2P*,5/2,3/2,even,odd,3d9.4s.(3D).4d,3d10.4p,247.5586,8.824969590870912,3.816691996333485
294,248.028,vacuum,1208.7040898608223,4998.798458460485,,166,3,energy_only|energy_only,0.002155903843231499,True,1.0,True,2P,2P*,3/2,1/2,even,odd,3d9.4s.(3D).4d,3d10.4p,248.028,8.78469828338861,3.785897669024282
295,248.0497,vacuum,1208.59834944368,4998.361151233147,,173,4,energy_only|energy_only,0.00018711624852585373,True,1.0,True,2D,2P*,5/2,3/2,even,odd,3d9.4s.(3D).4d,3d10.4p,248.0497,8.815053334682881,3.816691996333485
296,249.28946,vacuum,1202.5877788816263,4973.503428725133,,6,0,energy_only|energy_only,5.426554798759753e-05,True,1.0,True,4P*,2S,3/2,1/2,odd,even,3d9.(2D).4s.4p.(3P*),3d10.4s,249.28946,4.973503374459585,0.0
297,249.5653,vacuum,1201.2585804196335,4968.006305584297,,166,4,energy_only|energy_only,1.852917284850264e-05,True,0.0,True,2P,2P*,3/2,3/2,even,odd,3d9.4s.(3D).4d,3d10.4p,249.5653,8.78469828338861,3.816691996333485
298,253.749,vacuum,1181.4527663163205,4886.096040004244,,263,7,energy_only|energy_only,0.0021941092918495997,True,1.0,True,4D,4F*,7/2,9/2,even,odd,3d9.4s.(3D).8s,3d9.(2D).4s.4p.(3P*),253.749,9.95818764393088,5.072089409817345
299,253.767,vacuum,1181.3689644437616,4885.749463307037,,271,9,energy_only|energy_only,0.00037520899422816,True,0.0,True,4F,4F*,7/2,7/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),253.767,9.98812982784448,5.1023799893284485
300,254.116,vacuum,1179.7464858568528,4879.039431027707,,268,9,energy_only|energy_only,0.002862354886929097,True,1.0,True,4G,4F*,9/2,7/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),254.116,9.981422282711042,5.1023799893284485
301,254.8258,vacuum,1176.4603819550455,4865.449197275304,,242,5,energy_only|energy_only,0.0005314052887115395,True,1.0,True,4D,4P*,7/2,5/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),254.8258,9.703149668138112,4.837701002268097
302,255.3318,vacuum,1174.12894907724,4855.807165637171,,263,9,energy_only|energy_only,0.00048896526095632,True,0.0,True,4D,4F*,7/2,7/2,even,odd,3d9.4s.(3D).8s,3d9.(2D).4s.4p.(3P*),255.3318,9.95818764393088,5.1023799893284485
303,255.402,vacuum,1173.8062270459902,4854.472494557744,,254,6,energy_only|energy_only,0.005109140017339087,True,1.0,True,2D,4P*,5/2,3/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),255.402,9.827970759877312,4.973503374459585
304,256.392,vacuum,1169.273838497301,4835.728041651209,,251,6,energy_only|energy_only,0.0003720203412740375,True,1.0,True,4F,4P*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),256.392,9.809231788131136,4.973503374459585
305,256.4315,vacuum,1169.0937267847357,4834.983159459882,,271,10,energy_only|energy_only,0.00010917928557319101,True,1.0,True,4F,4F*,7/2,5/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),256.4315,9.98812982784448,5.153146559205313
306,256.4716,vacuum,1168.9109359476838,4834.2271972999615,,270,10,energy_only|energy_only,0.00023227103247336345,True,1.0,True,2G,4F*,7/2,5/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),256.4716,9.987373524234242,5.153146559205313
307,256.8095,vacuum,1167.372928182174,4827.866508267945,,250,6,energy_only|energy_only,6.738306365150493e-05,True,1.0,True,4G,4P*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),256.8095,9.801369950110594,4.973503374459585
308,257.065,vacuum,1166.2126621671562,4823.06803359087,,239,5,energy_only|energy_only,0.0008862599252097425,True,1.0,True,4F,4P*,7/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),257.065,9.660768149599042,4.837701002268097
309,257.1575,vacuum,1165.7931734442898,4821.333167630874,,238,5,energy_only|energy_only,0.0006806064375268761,True,0.0,True,4D,4P*,5/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),257.1575,9.659034850505408,4.837701002268097
310,257.795,vacuum,1162.9102891832658,4809.410516321251,,261,7,energy_only|energy_only,0.008907337954042305,True,0.0,True,4F,4F*,9/2,9/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),257.795,9.881491018800642,5.072089409817345
311,258.006,vacuum,1161.959249009713,4805.47733019789,,258,7,energy_only|energy_only,0.006020303874720412,True,1.0,True,4G,4F*,11/2,9/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),258.006,9.87756071971136,5.072089409817345
312,258.1349,vacuum,1161.3790231386768,4803.0777088066625,,26,1,energy_only|energy_only,0.0001618311553102103,False,0.0,False,2D,2D,5/2,5/2,even,even,3d10.4d,3d9.4s2,258.1349,6.192025159686919,1.3889476127114113
313,259.429,vacuum,1155.5857594948907,4779.118695500645,,261,9,energy_only|energy_only,0.007666028452149476,True,1.0,True,4F,4F*,9/2,7/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),259.429,9.881491018800642,5.1023799893284485
314,259.592,vacuum,1154.8601574778886,4776.117846678777,,259,9,energy_only|energy_only,0.0072348078656432335,True,1.0,True,4P,4F*,5/2,7/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),259.592,9.87849060119936,5.1023799893284485
315,260.6034,vacuum,1150.3781531630054,4757.581766220383,,244,6,energy_only|energy_only,0.0005928003492954304,True,1.0,True,4D,4P*,5/2,3/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),260.6034,9.731084547879618,4.973503374459585
316,261.0,vacuum,1148.6301072796934,4750.352429329643,,253,8,energy_only|energy_only,0.0007745183147562784,True,1.0,True,4D,4P*,3/2,1/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),261.0,9.82673339757728,5.076381742765952
317,261.206,vacuum,1147.7242406376574,4746.606065921291,,273,11,energy_only|energy_only,0.004933111564241699,True,0.0,True,2D,4F*,3/2,3/2,even,odd,3d9.4s.(3D).6d,3d9.(2D).4s.4p.(3P*),261.206,9.991452604361601,5.244851471551873
318,261.915,vacuum,1144.617368230151,4733.757074069972,,23,1,energy_only|energy_only,0.00016367490479751723,True,1.0,True,2P*,2D,3/2,5/2,odd,even,3d10.5p,3d9.4s2,261.915,6.122704850456288,1.3889476127114113
319,262.3676,vacuum,1142.6428339474844,4725.591056422504,,254,9,energy_only|energy_only,0.00028587364067789167,True,1.0,True,2D,4F*,5/2,7/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),262.3676,9.827970759877312,5.1023799893284485
320,262.7452,vacuum,1141.0007033430104,4718.799749928969,,249,8,energy_only|energy_only,0.0008337684548678226,True,1.0,True,4D,4P*,3/2,1/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),262.7452,9.795180658926466,5.076381742765952
321,262.816,vacuum,1140.693329173262,4717.528552504555,,228,5,energy_only|energy_only,0.0007654643422938534,True,1.0,True,4D,4P*,7/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),262.816,9.555230320236994,4.837701002268097
322,262.962,vacuum,1140.0600010647927,4714.90931790539,,264,11,energy_only|energy_only,0.0022657326553598978,True,1.0,True,4D,4F*,1/2,3/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),262.962,9.959758523724608,5.244851471551873
323,263.0776,vacuum,1139.5590426550948,4712.837520393362,,227,5,energy_only|energy_only,0.0002355080769120832,True,0.0,True,4P,4P*,5/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),263.0776,9.550538758169536,4.837701002268097
324,263.5719,vacuum,1137.4219254783989,4703.999113923133,,224,5,energy_only|energy_only,0.00019152562981616938,True,1.0,True,4S,4P*,3/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),263.5719,9.5416999246656,4.837701002268097
325,264.2334,vacuum,1134.5744254889805,4692.222800202537,,241,6,energy_only|energy_only,0.00010303093404218089,True,1.0,True,2F,4P*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),264.2334,9.665726277693057,4.973503374459585
326,264.4619,vacuum,1133.5941320848108,4688.168632438309,,221,5,energy_only|energy_only,1.2492516361817252e-05,True,1.0,True,2P,4P*,3/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),264.4619,9.52586962221389,4.837701002268097
327,264.6107,vacuum,1132.9566718201493,4685.532308614265,,238,6,energy_only|energy_only,0.0008325684420924517,True,1.0,True,4D,4P*,5/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),264.6107,9.659034850505408,4.973503374459585
328,264.701,vacuum,1132.5701754054576,4683.933887877405,,277,13,energy_only|energy_only,0.005631060961604817,True,1.0,True,2D,4D*,5/2,7/2,even,odd,3d9.4s.(1D).5d,3d9.(2D).4s.4p.(3P*),264.701,10.078989167957953,5.395049649019585
329,265.0615,vacuum,1131.0298100629475,4677.563448690348,,235,6,energy_only|energy_only,0.0004370756942080334,True,0.0,True,4P,4P*,3/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),265.0615,9.651066386074241,4.973503374459585
330,265.217,vacuum,1130.3666733278787,4674.820935517094,,254,10,energy_only|energy_only,0.0032651549054207862,True,0.0,True,2D,4F*,5/2,5/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),265.217,9.827970759877312,5.153146559205313
331,265.247,vacuum,1130.2388264523256,4674.292203323834,,234,6,energy_only|energy_only,0.0023745469388813945,True,1.0,True,4P,4P*,1/2,3/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),265.247,9.64779320323648,4.973503374459585
332,265.287,vacuum,1130.0684089307053,4673.587413084836,,253,10,energy_only|energy_only,0.0005747128680013702,True,1.0,True,4D,4F*,3/2,5/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),265.287,9.82673339757728,5.153146559205313
333,266.735,vacuum,1123.9337094869438,4648.216334770603,,250,10,energy_only|energy_only,0.007056134678350645,True,0.0,True,4G,4F*,5/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),266.735,9.801369950110594,5.153146559205313
334,267.1991,vacuum,1121.9815411054904,4640.142815058273,,248,10,energy_only|energy_only,0.0007142047052184353,True,1.0,True,4G,4F*,7/2,5/2,even,odd,3d9.4s.(3D).5d,3d9.(2D).4s.4p.(3P*),267.1991,9.79328866005888,5.153146559205313
335,267.7231,vacuum,1119.7855470820411,4631.060913514885,,242,7,energy_only|energy_only,0.0006551941178258858,True,1.0,True,4D,4F*,7/2,9/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),267.7231,9.703149668138112,5.072089409817345
336,267.9986,vacuum,1118.6344182394982,4626.300227146847,,219,5,energy_only|energy_only,0.0002777973459160421,True,1.0,True,2D,4P*,3/2,5/2,even,odd,3d9.4s.(3D).6s,3d9.(2D).4s.4p.(3P*),267.9986,9.46400150721229,4.837701002268097
337,268.844,vacuum,1115.1167889184806,4611.752481197411,,243,9,energy_only|energy_only,0.0002820934760165983,True,1.0,True,2D,4F*,5/2,7/2,even,odd,3d9.4s.(1D).6s,3d9.(2D).4s.4p.(3P*),268.844,9.714132188432384,5.1023799893284485
338,269.4858,vacuum,1112.4610573173059,4600.7692578051865,,242,9,energy_only|energy_only,0.00042100447717530187,True,0.0,True,4D,4F*,7/2,7/2,even,odd,3d9.4s.(3D).7s,3d9.(2D).4s.4p.(3P*),269.4858,9.703149668138112,5.1023799893284485
